,Trial,Size,Comparisons,Swaps,Insert duration
189,1.0,9000.0,8999.0,0.0,0.15532898902893066
190,1.0,9100.0,9099.0,0.0,0.18300294876098633
191,1.0,9200.0,9199.0,0.0,0.1949300765991211
192,1.0,9300.0,9299.0,0.0,0.16167497634887695
193,1.0,9400.0,9399.0,0.0,0.08155608177185059
194,1.0,9500.0,9499.0,0.0,0.08542108535766602
195,1.0,9600.0,9599.0,0.0,0.08316802978515625
196,1.0,9700.0,9699.0,0.0,0.10112595558166504
197,1.0,9800.0,9799.0,0.0,0.10891604423522949
198,1.0,9900.0,9899.0,0.0,0.10299801826477051
199,1.0,10000.0,9999.0,0.0,0.08005023002624512
200,2.0,100.0,99.0,0.0,0.0004968643188476562
201,2.0,200.0,199.0,0.0,0.0014770030975341797
202,2.0,300.0,299.0,0.0,0.0024437904357910156
203,2.0,400.0,399.0,0.0,0.0025069713592529297
204,2.0,500.0,499.0,0.0,0.0038499832153320312
205,2.0,600.0,599.0,0.0,0.004787921905517578
206,2.0,700.0,699.0,0.0,0.00424504280090332
207,2.0,800.0,799.0,0.0,0.00855112075805664
208,2.0,900.0,899.0,0.0,0.007475852966308594
209,2.0,1000.0,999.0,0.0,0.011174201965332031
210,2.0,1100.0,1099.0,0.0,0.012523889541625977
211,2.0,1200.0,1199.0,0.0,0.009602069854736328
212,2.0,1300.0,1299.0,0.0,0.01003122329711914
213,2.0,1400.0,1399.0,0.0,0.010999917984008789
214,2.0,1500.0,1499.0,0.0,0.015093088150024414
215,2.0,1600.0,1599.0,0.0,0.011394023895263672
216,2.0,1700.0,1699.0,0.0,0.016681909561157227
217,2.0,1800.0,1799.0,0.0,0.010972023010253906
218,2.0,1900.0,1899.0,0.0,0.013005733489990234
219,2.0,2000.0,1999.0,0.0,0.01572418212890625
220,2.0,2100.0,2099.0,0.0,0.017631053924560547
221,2.0,2200.0,2199.0,0.0,0.0209200382232666
222,2.0,2300.0,2299.0,0.0,0.02810215950012207
223,2.0,2400.0,2399.0,0.0,0.020299196243286133
224,2.0,2500.0,2499.0,0.0,0.021461009979248047
225,2.0,2600.0,2599.0,0.0,0.025104999542236328
226,2.0,2700.0,2699.0,0.0,0.026408910751342773
227,2.0,2800.0,2799.0,0.0,0.02732396125793457
228,2.0,2900.0,2899.0,0.0,0.07335901260375977
229,2.0,3000.0,2999.0,0.0,0.03081488609313965
230,2.0,3100.0,3099.0,0.0,0.031157970428466797
231,2.0,3200.0,3199.0,0.0,0.031031131744384766
232,2.0,3300.0,3299.0,0.0,0.03294205665588379
233,2.0,3400.0,3399.0,0.0,0.03567004203796387
234,2.0,3500.0,3499.0,0.0,0.032099008560180664
235,2.0,3600.0,3599.0,0.0,0.03495597839355469
236,2.0,3700.0,3699.0,0.0,0.07419800758361816
237,2.0,3800.0,3799.0,0.0,0.03880906105041504
238,2.0,3900.0,3899.0,0.0,0.04158425331115723
239,2.0,4000.0,3999.0,0.0,0.07045888900756836
240,2.0,4100.0,4099.0,0.0,0.0425872802734375
241,2.0,4200.0,4199.0,0.0,0.038713932037353516
242,2.0,4300.0,4299.0,0.0,0.038990020751953125
243,2.0,4400.0,4399.0,0.0,0.03885388374328613
244,2.0,4500.0,4499.0,0.0,0.032804012298583984
245,2.0,4600.0,4599.0,0.0,0.03865218162536621
246,2.0,4700.0,4699.0,0.0,0.04159188270568848
247,2.0,4800.0,4799.0,0.0,0.1321258544921875
248,2.0,4900.0,4899.0,0.0,0.08661866188049316
249,2.0,5000.0,4999.0,0.0,0.052642822265625
250,2.0,5100.0,5099.0,0.0,0.062283992767333984
251,2.0,5200.0,5199.0,0.0,0.05004692077636719
252,2.0,5300.0,5299.0,0.0,0.05036425590515137
253,2.0,5400.0,5399.0,0.0,0.09130120277404785
254,2.0,5500.0,5499.0,0.0,0.04850506782531738
255,2.0,5600.0,5599.0,0.0,0.04845309257507324
256,2.0,5700.0,5699.0,0.0,0.047067880630493164
257,2.0,5800.0,5799.0,0.0,0.05535101890563965
258,2.0,5900.0,5899.0,0.0,0.0592501163482666
259,2.0,6000.0,5999.0,0.0,0.058589935302734375
260,2.0,6100.0,6099.0,0.0,0.06342601776123047
261,2.0,6200.0,6199.0,0.0,0.05273795127868652
262,2.0,6300.0,6299.0,0.0,0.05483269691467285
263,2.0,6400.0,6399.0,0.0,0.05555295944213867
264,2.0,6500.0,6499.0,0.0,0.05647993087768555
265,2.0,6600.0,6599.0,0.0,0.05124092102050781
266,2.0,6700.0,6699.0,0.0,0.05421781539916992
267,2.0,6800.0,6799.0,0.0,0.05664515495300293
268,2.0,6900.0,6899.0,0.0,0.06457400321960449
269,2.0,7000.0,6999.0,0.0,0.07160806655883789
270,2.0,7100.0,7099.0,0.0,0.053205013275146484
271,2.0,7200.0,7199.0,0.0,0.0655679702758789
272,2.0,7300.0,7299.0,0.0,0.07471895217895508
273,2.0,7400.0,7399.0,0.0,0.060430049896240234
274,2.0,7500.0,7499.0,0.0,0.11966276168823242
275,2.0,7600.0,7599.0,0.0,0.11032891273498535
276,2.0,7700.0,7699.0,0.0,0.07669687271118164
277,2.0,7800.0,7799.0,0.0,0.0773162841796875
278,2.0,7900.0,7899.0,0.0,0.07543706893920898
279,2.0,8000.0,7999.0,0.0,0.07010412216186523
280,2.0,8100.0,8099.0,0.0,0.0712430477142334
281,2.0,8200.0,8199.0,0.0,0.06727004051208496
282,2.0,8300.0,8299.0,0.0,0.06871294975280762
283,2.0,8400.0,8399.0,0.0,0.07178401947021484
284,2.0,8500.0,8499.0,0.0,0.07260632514953613
285,2.0,8600.0,8599.0,0.0,0.08486819267272949
286,2.0,8700.0,8699.0,0.0,0.08669686317443848
287,2.0,8800.0,8799.0,0.0,0.08562207221984863
288,2.0,8900.0,8899.0,0.0,0.06796908378601074
289,2.0,9000.0,8999.0,0.0,0.0882101058959961
290,2.0,9100.0,9099.0,0.0,0.08152413368225098
291,2.0,9200.0,9199.0,0.0,0.08777332305908203
292,2.0,9300.0,9299.0,0.0,0.0894310474395752
293,2.0,9400.0,9399.0,0.0,0.1122751235961914
294,2.0,9500.0,9499.0,0.0,0.07308268547058105
295,2.0,9600.0,9599.0,0.0,0.07319283485412598
296,2.0,9700.0,9699.0,0.0,0.08279609680175781
297,2.0,9800.0,9799.0,0.0,0.08803725242614746
298,2.0,9900.0,9899.0,0.0,0.0868217945098877
299,2.0,10000.0,9999.0,0.0,0.07608723640441895
300,3.0,100.0,99.0,0.0,0.0006678104400634766
301,3.0,200.0,199.0,0.0,0.0014760494232177734
302,3.0,300.0,299.0,0.0,0.002245187759399414
303,3.0,400.0,399.0,0.0,0.0036470890045166016
304,3.0,500.0,499.0,0.0,0.004678010940551758
305,3.0,600.0,599.0,0.0,0.0030739307403564453
306,3.0,700.0,699.0,0.0,0.004136085510253906
307,3.0,800.0,799.0,0.0,0.006043195724487305
308,3.0,900.0,899.0,0.0,0.007524013519287109
309,3.0,1000.0,999.0,0.0,0.00937199592590332
310,3.0,1100.0,1099.0,0.0,0.009295940399169922
311,3.0,1200.0,1199.0,0.0,0.011214017868041992
312,3.0,1300.0,1299.0,0.0,0.008857011795043945
313,3.0,1400.0,1399.0,0.0,0.011544227600097656
314,3.0,1500.0,1499.0,0.0,0.012693643569946289
315,3.0,1600.0,1599.0,0.0,0.016559123992919922
316,3.0,1700.0,1699.0,0.0,0.010256767272949219
317,3.0,1800.0,1799.0,0.0,0.015347957611083984
318,3.0,1900.0,1899.0,0.0,0.018199920654296875
319,3.0,2000.0,1999.0,0.0,0.014371156692504883
320,3.0,2100.0,2099.0,0.0,0.020016908645629883
321,3.0,2200.0,2199.0,0.0,0.018114089965820312
322,3.0,2300.0,2299.0,0.0,0.01894688606262207
323,3.0,2400.0,2399.0,0.0,0.07537221908569336
324,3.0,2500.0,2499.0,0.0,0.02258014678955078
325,3.0,2600.0,2599.0,0.0,0.02397894859313965
326,3.0,2700.0,2699.0,0.0,0.021756887435913086
327,3.0,2800.0,2799.0,0.0,0.022059202194213867
328,3.0,2900.0,2899.0,0.0,0.022149085998535156
329,3.0,3000.0,2999.0,0.0,0.032340049743652344
330,3.0,3100.0,3099.0,0.0,0.030256271362304688
331,3.0,3200.0,3199.0,0.0,0.025409698486328125
332,3.0,3300.0,3299.0,0.0,0.027061939239501953
333,3.0,3400.0,3399.0,0.0,0.02367401123046875
334,3.0,3500.0,3499.0,0.0,0.031651973724365234
335,3.0,3600.0,3599.0,0.0,0.028711795806884766
336,3.0,3700.0,3699.0,0.0,0.031317949295043945
337,3.0,3800.0,3799.0,0.0,0.028619050979614258
338,3.0,3900.0,3899.0,0.0,0.03387284278869629
339,3.0,4000.0,3999.0,0.0,0.0312192440032959
340,3.0,4100.0,4099.0,0.0,0.026911020278930664
341,3.0,4200.0,4199.0,0.0,0.03525829315185547
