,Trial,Size,Comparisons,Swaps,QuickSort duration,Trial,Size,Comparisons,Swaps,Merge duration,Trial,Size,Comparisons,Swaps,Insert duration
59,0.0,6000.0,53389.0,57384.0,1.9707629680633545,0.0,6000.0,36656.0,42655.0,1.345015048980713,0.0,6000.0,5999.0,0.0,0.1499190330505371
60,0.0,6100.0,49845.0,53936.0,1.9954781532287598,0.0,6100.0,37472.0,43571.0,1.535508155822754,0.0,6100.0,6099.0,0.0,0.1522841453552246
61,0.0,6200.0,49296.0,53401.0,1.803802251815796,0.0,6200.0,38156.0,44355.0,1.3901121616363525,0.0,6200.0,6199.0,0.0,0.24635791778564453
62,0.0,6300.0,58344.0,62532.0,1.8033490180969238,0.0,6300.0,38740.0,45039.0,1.6444652080535889,0.0,6300.0,6299.0,0.0,0.204315185546875
63,0.0,6400.0,42680.0,46972.0,1.9318411350250244,0.0,6400.0,39424.0,45823.0,2.358031988143921,0.0,6400.0,6399.0,0.0,0.20374083518981934
64,0.0,6500.0,45479.0,49808.0,3.330383777618408,0.0,6500.0,40040.0,46539.0,1.7540340423583984,0.0,6500.0,6499.0,0.0,0.155562162399292
65,0.0,6600.0,46513.0,50923.0,1.5901501178741455,0.0,6600.0,40756.0,47355.0,1.5477612018585205,0.0,6600.0,6599.0,0.0,0.15502691268920898
66,0.0,6700.0,46128.0,50614.0,1.4437429904937744,0.0,6700.0,41460.0,48159.0,1.4504508972167969,0.0,6700.0,6699.0,0.0,0.1956629753112793
67,0.0,6800.0,55554.0,60080.0,1.744718074798584,0.0,6800.0,42144.0,48943.0,1.8453397750854492,0.0,6800.0,6799.0,0.0,0.20429015159606934
68,0.0,6900.0,51257.0,55860.0,1.526879072189331,0.0,6900.0,42896.0,49795.0,1.4157540798187256,0.0,6900.0,6899.0,0.0,0.19081807136535645
69,0.0,7000.0,45744.0,50373.0,1.4963021278381348,0.0,7000.0,43628.0,50627.0,1.5924198627471924,0.0,7000.0,6999.0,0.0,0.16040897369384766
70,0.0,7100.0,55698.0,60414.0,1.940561056137085,0.0,7100.0,44440.0,51539.0,1.5998477935791016,0.0,7100.0,7099.0,0.0,0.18997979164123535
71,0.0,7200.0,56088.0,60883.0,1.5525329113006592,0.0,7200.0,45232.0,52431.0,1.5942530632019043,0.0,7200.0,7199.0,0.0,0.20495271682739258
72,0.0,7300.0,51677.0,56557.0,1.5903019905090332,0.0,7300.0,45908.0,53207.0,1.495006799697876,0.0,7300.0,7299.0,0.0,0.1963670253753662
73,0.0,7400.0,50883.0,55857.0,1.4539332389831543,0.0,7400.0,46636.0,54035.0,1.492107629776001,0.0,7400.0,7399.0,0.0,0.15015387535095215
74,0.0,7500.0,52627.0,57599.0,1.5318808555603027,0.0,7500.0,47376.0,54875.0,1.5032002925872803,0.0,7500.0,7499.0,0.0,0.15978097915649414
75,0.0,7600.0,52701.0,57783.0,1.8865740299224854,0.0,7600.0,48176.0,55775.0,1.552055835723877,0.0,7600.0,7599.0,0.0,0.19144105911254883
76,0.0,7700.0,57326.0,62444.0,1.7422840595245361,0.0,7700.0,49016.0,56715.0,1.6125280857086182,0.0,7700.0,7699.0,0.0,0.23764395713806152
77,0.0,7800.0,59716.0,64886.0,1.740319013595581,0.0,7800.0,49780.0,57579.0,1.60414719581604,0.0,7800.0,7799.0,0.0,0.1972639560699463
78,0.0,7900.0,60702.0,65967.0,1.694169044494629,0.0,7900.0,50600.0,58499.0,1.6477806568145752,0.0,7900.0,7899.0,0.0,0.20068788528442383
79,0.0,8000.0,58257.0,63571.0,1.5912530422210693,0.0,8000.0,51456.0,59455.0,2.0483591556549072,0.0,8000.0,7999.0,0.0,0.21022701263427734
80,0.0,8100.0,57725.0,63147.0,1.6313869953155518,0.0,8100.0,52336.0,60435.0,1.7472209930419922,0.0,8100.0,8099.0,0.0,0.15926003456115723
81,0.0,8200.0,66014.0,71522.0,1.8436808586120605,0.0,8200.0,53268.0,61467.0,1.639937162399292,0.0,8200.0,8199.0,0.0,0.19505882263183594
82,0.0,8300.0,62485.0,68049.0,1.7917790412902832,0.0,8300.0,53704.0,62003.0,1.611051082611084,0.0,8300.0,8299.0,0.0,0.1975691318511963
83,0.0,8400.0,56384.0,61992.0,1.6336109638214111,0.0,8400.0,54224.0,62623.0,1.6017670631408691,0.0,8400.0,8399.0,0.0,0.196746826171875
84,0.0,8500.0,65640.0,71303.0,1.8516590595245361,0.0,8500.0,54772.0,63271.0,1.7956218719482422,0.0,8500.0,8499.0,0.0,0.20453572273254395
85,0.0,8600.0,60735.0,66498.0,1.5806288719177246,0.0,8600.0,55356.0,63955.0,1.6594879627227783,0.0,8600.0,8599.0,0.0,0.23884105682373047
86,0.0,8700.0,64841.0,70622.0,1.6838889122009277,0.0,8700.0,56028.0,64727.0,1.559453010559082,0.0,8700.0,8699.0,0.0,0.19337105751037598
87,0.0,8800.0,69407.0,75240.0,1.781816005706787,0.0,8800.0,56560.0,65359.0,1.615738868713379,0.0,8800.0,8799.0,0.0,0.1970052719116211
88,0.0,8900.0,71848.0,77784.0,1.8303260803222656,0.0,8900.0,57172.0,66071.0,1.8559138774871826,0.0,8900.0,8899.0,0.0,0.19836020469665527
89,0.0,9000.0,71464.0,77448.0,1.8943979740142822,0.0,9000.0,57820.0,66819.0,1.6957309246063232,0.0,9000.0,8999.0,0.0,0.19646716117858887
90,0.0,9100.0,66729.0,72809.0,1.7434568405151367,0.0,9100.0,58500.0,67599.0,1.597343921661377,0.0,9100.0,9099.0,0.0,0.19497203826904297
91,0.0,9200.0,73241.0,79397.0,1.8487889766693115,0.0,9200.0,59248.0,68447.0,1.8387839794158936,0.0,9200.0,9199.0,0.0,0.19852685928344727
92,0.0,9300.0,80458.0,86672.0,1.9937858581542969,0.0,9300.0,59812.0,69111.0,1.6937689781188965,0.0,9300.0,9299.0,0.0,0.16365289688110352
93,0.0,9400.0,72248.0,78516.0,1.73557710647583,0.0,9400.0,60420.0,69819.0,1.5944101810455322,0.0,9400.0,9399.0,0.0,0.19428706169128418
94,0.0,9500.0,76350.0,82713.0,1.8378932476043701,0.0,9500.0,61076.0,70575.0,1.806229829788208,0.0,9500.0,9499.0,0.0,0.20360302925109863
95,0.0,9600.0,71190.0,77552.0,1.733247995376587,0.0,9600.0,61760.0,71359.0,1.6550300121307373,0.0,9600.0,9599.0,0.0,0.19916486740112305
96,0.0,9700.0,73373.0,79867.0,1.7816848754882812,0.0,9700.0,62476.0,72175.0,1.7648711204528809,0.0,9700.0,9699.0,0.0,0.23720693588256836
97,0.0,9800.0,74609.0,81136.0,1.844602108001709,0.0,9800.0,63148.0,72947.0,1.7425868511199951,0.0,9800.0,9799.0,0.0,0.2011420726776123
98,0.0,9900.0,69153.0,75805.0,1.7465128898620605,0.0,9900.0,63840.0,73739.0,1.7545719146728516,0.0,9900.0,9899.0,0.0,0.2342061996459961
99,0.0,10000.0,77097.0,83792.0,1.8953220844268799,0.0,10000.0,64608.0,74607.0,1.7013001441955566,0.0,10000.0,9999.0,0.0,0.19672608375549316
100,1.0,100.0,354.0,422.0,0.002324819564819336,1.0,100.0,316.0,415.0,0.0036940574645996094,1.0,100.0,99.0,0.0,0.0005371570587158203
101,1.0,200.0,784.0,923.0,0.0058629512786865234,1.0,200.0,732.0,931.0,0.03778195381164551,1.0,200.0,199.0,0.0,0.0012099742889404297
102,1.0,300.0,1542.0,1738.0,0.04983115196228027,1.0,300.0,1180.0,1479.0,0.04366803169250488,1.0,300.0,299.0,0.0,0.0021779537200927734
