,Trial,Size,Comparisons,Swaps,QuickSort duration
376,3.0,7700.0,61999.0,67136.0,0.5587561130523682
377,3.0,7800.0,58763.0,63957.0,0.5222511291503906
378,3.0,7900.0,63063.0,68345.0,0.5734097957611084
379,3.0,8000.0,61766.0,67126.0,0.57651686668396
380,3.0,8100.0,57409.0,62789.0,0.5532569885253906
381,3.0,8200.0,63155.0,68613.0,0.5605220794677734
382,3.0,8300.0,62997.0,68551.0,0.6001489162445068
383,3.0,8400.0,63338.0,68911.0,0.6088380813598633
384,3.0,8500.0,67416.0,73092.0,0.6645760536193848
385,3.0,8600.0,75750.0,81497.0,0.7014868259429932
386,3.0,8700.0,67128.0,72944.0,0.641181230545044
387,3.0,8800.0,72868.0,78731.0,0.6581311225891113
388,3.0,8900.0,75069.0,81012.0,0.6772181987762451
389,3.0,9000.0,63125.0,69105.0,0.5836658477783203
390,3.0,9100.0,80704.0,86771.0,0.7157409191131592
391,3.0,9200.0,70676.0,76829.0,0.6540889739990234
392,3.0,9300.0,71257.0,77415.0,0.6909739971160889
393,3.0,9400.0,85539.0,91783.0,0.8397319316864014
394,3.0,9500.0,77160.0,83537.0,0.690579891204834
395,3.0,9600.0,74240.0,80634.0,0.6740260124206543
396,3.0,9700.0,74374.0,80855.0,0.6907408237457275
397,3.0,9800.0,69292.0,75806.0,0.6379458904266357
398,3.0,9900.0,74583.0,81190.0,0.6700739860534668
399,3.0,10000.0,69512.0,76241.0,0.6473948955535889
400,4.0,100.0,310.0,377.0,0.003220796585083008
401,4.0,200.0,911.0,1043.0,0.007770061492919922
402,4.0,300.0,1104.0,1307.0,0.008243799209594727
403,4.0,400.0,1858.0,2127.0,0.01721811294555664
404,4.0,500.0,2325.0,2651.0,0.023458003997802734
405,4.0,600.0,2984.0,3384.0,0.02570796012878418
406,4.0,700.0,3473.0,3943.0,0.03136730194091797
407,4.0,800.0,4040.0,4571.0,0.037732839584350586
408,4.0,900.0,4865.0,5462.0,0.047598838806152344
409,4.0,1000.0,5133.0,5792.0,0.04630923271179199
410,4.0,1100.0,6149.0,6893.0,0.05766701698303223
411,4.0,1200.0,7347.0,8148.0,0.0696418285369873
412,4.0,1300.0,6550.0,7427.0,0.0772101879119873
413,4.0,1400.0,8322.0,9246.0,0.08257198333740234
414,4.0,1500.0,8847.0,9853.0,0.08422112464904785
415,4.0,1600.0,12367.0,13423.0,0.10622119903564453
416,4.0,1700.0,12583.0,13713.0,0.11634111404418945
417,4.0,1800.0,10324.0,11535.0,0.09402680397033691
418,4.0,1900.0,11515.0,12783.0,0.10720491409301758
419,4.0,2000.0,11989.0,13316.0,0.10744905471801758
